,,,,,,,,,,
"医療機関
コード",医療機関名称,郵便番号,住所,電話番号,院内接種,,,出張接種,,
A280081,医療法人社団　はせがわ内科,661-0033,兵庫県尼崎市南武庫之荘１－３－１,06(6431)9999,"3,080 ",○,満12歳以上,×,,
A280112,町塚医院,661-0953,兵庫県尼崎市東園田町４－１０８－２,06(6491)9251,"3,000 ",○,6ヵ月以上,×,,
A280018,三圭会中川医院,661-0953,兵庫県尼崎市東園田町３－１５－４,06(6491)3971,"3,080 ",○,満1歳以上,×,,
A280191,青木外科整形外科,661-0974,兵庫県尼崎市若王寺１－２－２３,06(6491)0148,"3,080 ",○,満3歳以上,×,,
A280189,のざわ耳鼻咽喉科,661-0979,"兵庫県尼崎市上坂部３－１１－１
フレアージュ塚口１階",06(6496)4187,"3,080 ",○,満1歳以上,×,,
A280175,医療法人社団　まごのクリニック,661-0981,兵庫県尼崎市猪名寺２－１５－３０,06(6491)0567,"3,000 ",○,満15歳以上,×,,
A280119,おりたクリニック,662-0017,兵庫県西宮市甲陽園西山町１－６２,0798(75)0120,"3,080 ",○,満1歳以上,×,,
A280173,アシダクリニック,662-0038,兵庫県西宮市南郷町４－７,0798(73)8000,"3,080 ",○,満1歳以上,×,,
A280037,矢川内科呼吸器内科医院,662-0051,兵庫県西宮市羽衣町７－３８－１０８,0798(31)6950,"3,080 ",○,満5歳以上,×,,
A280138,よしおか内科クリニック,662-0841,兵庫県西宮市両度町６－２２－１０２,0798(68)1181,"3,080 ",○,満1歳以上,×,,
A280178,医療法人社団　片岡クリニック,662-0874,兵庫県西宮市六軒町３－８－１０１,0798(73)0871,"3,080 ",○,満1歳以上,×,,
A280026,岩下内科クリニック,662-0911,兵庫県西宮市池田町９－６－２０３,0798(23)8868,"2,800 ",○,満1歳以上,×,,
A280086,中村整形外科,662-0912,兵庫県西宮市松原町７－２０,0798(37)3122,"3,000 ",○,満6歳以上,×,,
A280194,松川医院,662-0915,兵庫県西宮市馬場町１－２－１０３,0798(22)0070,"3,000 ",○,満12歳以上,×,,
A280196,大草耳鼻咽喉科クリニック,662-0977,"兵庫県西宮市神楽町１１－３
さくら夙川クリニックビル３階",0798(38)1187,"3,080 ",○,満16歳以上,×,,
A280069,いのうえウィメンズクリニック,663-8004,兵庫県西宮市下大市東町８－１６,0798(51)2556,"3,080 ",○,6ヵ月以上,×,,
A280097,相生胃腸科外科クリニック,663-8006,兵庫県西宮市段上町１－７－８,0798(51)0100,"3,080 ",○,満12歳以上,×,,
A280078,奥野内科医院,663-8012,兵庫県西宮市堤町２－３３,0798(65)0077,"3,080 ",○,満6歳以上,×,,
A280116,林医院,663-8113,兵庫県西宮市甲子園口３－９－２３,0798(64)1551,"3,080 ",○,満3歳以上,×,,
A280149,北垣クリニック,663-8134,兵庫県西宮市上田中町７－３,0798(44)5258,"2,500 ",○,満1歳以上,×,,
A280124,医療法人　エガワ診療所,663-8136,兵庫県西宮市笠屋町１５－１６,0798(46)6184,"3,000 ",○,満1歳以上,×,,
A280077,ジン医院,663-8141,"兵庫県西宮市高須町
１－１－１２－２０５",0798(40)6091,"3,080 ",○,満6歳以上,×,,
A280142,医療法人社団　中田内科医院,663-8152,兵庫県西宮市甲子園町２５－１８,0798(40)5053,"3,000 ",○,満12歳以上,×,,
A280137,てい外科・胃腸科,663-8165,兵庫県西宮市甲子園浦風町１６－３５,0798(41)7333,"3,080 ",○,満15歳以上,×,,
A280148,さこだ耳鼻咽喉科,663-8204,"兵庫県西宮市高松町５－３９
なでしこビル４階",0798(69)3003,"3,080 ",○,満1歳以上,×,,
A280023,医療法人社団　相馬胃腸科医院,663-8204,兵庫県西宮市高松町１１－１０,0798(65)3160,"2,900 ",○,3ヵ月以上,×,,
A280031,医療法人　喜望会　谷向病院,663-8215,兵庫県西宮市今津水波町６－３０,0798(33)0356,"3,080 ",○,満16歳以上,×,,
A280134,医療法人社団　にきクリニック,663-8245,"兵庫県西宮市津門呉羽町１－２８
今津医療センター４階",0798(34)8181,"3,000 ",○,満1歳以上,×,,
A280166,医療法人社団慎正会　みやそう病院,664-0007,兵庫県伊丹市北野２－１１３－３,072(777)1351,"3,080 ",○,満13歳以上,×,,
A280153,佐藤耳鼻咽喉科,664-0007,"兵庫県伊丹市北野２－９８
ＯＭＴビル２階",072(783)8007,"3,000 ",○,満1歳以上,×,,
A280183,高田医院,664-0842,兵庫県伊丹市森本２－１９０,072(782)3331,"3,080 ",○,満1歳以上,×,,
A280126,安井外科,664-0846,兵庫県伊丹市伊丹１－１３－５４,072(778)1100,"3,080 ",○,満16歳以上,×,,
A280111,おじまクリニック,664-0895,兵庫県伊丹市宮ノ前１－４－６,072(773)5091,"3,080 ",○,満18歳以上,×,,
A280062,えびす谷クリニック,665-0011,兵庫県宝塚市南口２－１４－５－２１１,0797(71)5131,"3,080 ",○,6ヵ月以上,×,,
A280117,田中医院,665-0024,兵庫県宝塚市逆瀬台４－７－７,0797(73)2848,"3,080 ",○,満1歳以上,×,,
A280055,中井医院,665-0035,兵庫県宝塚市逆瀬川１－１－１９,0797(72)2691,"3,080 ",○,満1歳以上,×,,
A280122,宝塚医療生活協同組合　高松診療所,665-0041,兵庫県宝塚市御所の前町１５－２１,0797(72)2585,"3,080 ",○,満1歳以上,×,,
A280043,くまクリニック,665-0835,兵庫県宝塚市旭町２－１５－１１,0797(86)8114,"3,080 ",○,6ヵ月以上,×,,
A280087,こくふブレストクリニック,665-0861,"兵庫県宝塚市中山寺１－１０－６
中山寺メディカルセンター１０２",0797(85)7650,"3,080 ",○,満20歳以上,×,,
A280203,なみき内科,665-0865,兵庫県宝塚市寿町８－２４,0797(87)8739,"3,000 ",○,満3歳以上,×,,
A280092,医療法人社団　間瀬内科クリニック,666-0016,"兵庫県川西市中央町５－５
ＯＨＭＩビル６階",072(757)0086,"3,080 ",○,満15歳以上,×,,
A280071,さくらホームケアクリニック,666-0121,兵庫県川西市平野３－１８－２７,072(793)4000,"3,080 ",○,満13歳以上,×,,
A280045,医療法人社団蒼星　つちたにクリニック,666-0125,兵庫県川西市新田３－３－６,072(792)8247,"3,000 ",○,満3歳以上,×,,
A280202,耳鼻いんこう科　ふじおかクリニック,666-0142,"兵庫県川西市清和台東３－１－８
ガーデンモール清和台２階",072(799)8733,"2,500 ",○,6ヵ月以上,×,,
A280007,森医院,667-0126,兵庫県養父市堀畑８２－２８,079(665)0223,"3,080 ",○,満1歳以上,×,,
A280012,あおぞらクリニック,669-1354,兵庫県三田市大畑清水３５７－１,079(560)0325,"3,080 ",○,満2歳以上,×,,
A280141,いまだ内科クリニック,669-1544,"兵庫県三田市武庫が丘７－７－４
エムズⅡビル２階",079(553)6500,"3,000 ",○,0ヵ月以上,×,,
A280021,医療法人社団　円山医院,669-1544,兵庫県三田市武庫が丘４－１－１,079(563)8641,"3,080 ",○,満5歳以上,×,,
A280010,クリ二ック　よしだ,669-5215,兵庫県朝来市和田山町枚田岡１３９－２,079(670)0006,"3,000 ",○,満1歳以上,×,,
A280003,医療法人五葉会　城南多胡病院,670-0012,兵庫県姫路市本町１６５,079(225)2211,"3,080 ",×,,×,,
A280181,（医）中村耳鼻咽喉科医院,670-0917,兵庫県姫路市忍町８５,079(224)2666,"2,500 ",○,6ヵ月以上,×,,
A280063,石川医院,670-0936,兵庫県姫路市古二階町１３５,079(223)3270,"3,080 ",○,満6歳以上,×,,
A280100,整形外科ほそやクリニック,670-0961,"兵庫県姫路市南畝町２－３１
浜屋ハートビル８階",079(224)2003,"3,000 ",○,満6歳以上,×,,
A280036,鎌谷内科,671-1331,兵庫県たつの市御津町岩見１４８－１,079(322)3530,"3,080 ",○,満1歳以上,×,,
A280154,いそかわキッズクリニック,672-8019,兵庫県姫路市木場前七反町６１,079(246)3243,"3,080 ",○,6ヵ月以上,×,,
A280120,医療法人社団　竹田内科クリニック,673-0041,"兵庫県兵庫県明石市西明石南町２－２－
５　池内西明石ビル４階",078(921)5151,"3,000 ",○,満2歳以上,×,,
A280167,井上外科胃腸科,673-0041,兵庫県明石市西明石南町２－２１－１,078(922)3595,"3,080 ",○,満2歳以上,×,,
A280013,早川内科・循環器科医院,673-0404,兵庫県三木市大村１４２－７,0794(89)0017,"3,000 ",○,満2歳以上,×,,
A280113,医療法人社団　近藤泌尿器科クリニック,673-0434,兵庫県三木市別所町小林７２５－４,0794(84)2525,"3,080 ",○,満13歳以上,×,,
A280127,川原内科,673-0870,"兵庫県明石市朝霧南町１－１６５－５
朝霧ＫＭビル４階",078(912)2060,"3,080 ",○,満13歳以上,×,,
A280082,さくら内科クリニック,673-1415,兵庫県加東市下久米５８０－１,0795(44)1588,"3,080 ",○,満7歳以上,×,,
A280188,いのうえ医院,674-0057,"兵庫県明石市大久保町高丘
３－１－２－８８",078(938)6622,"3,080 ",○,満10歳以上,×,,
A280088,関小児科アレルギー科クリニック,674-0058,"兵庫県明石市大久保町駅前１－７－６
サンビル２階",078(937)3234,"3,080 ",○,満1歳以上,×,,
A280169,おにしクリニック,674-0058,"兵庫県明石市大久保町駅前１－１８－
１７　ＦＡＭＥ２Ｆ",078(936)2050,"3,080 ",○,6ヵ月以上,×,,
A280042,中山クリニック,674-0071,兵庫県明石市魚住町金ケ崎３７０,078(935)6060,"3,080 ",○,満4歳以上,×,,
A280195,平崎内科循環器科クリニック,674-0081,"兵庫県明石市魚住町錦が丘４－７－２
中西駅前ビル３階",078(959)8326,"3,080 ",○,満3歳以上,×,,
A280089,太田クリニック,674-0094,"兵庫県明石市二見町西二見８９－７
兵庫二見ビル２階",078(949)0388,"3,080 ",○,満10歳以上,×,,
A280061,医療法人社団　ほうらい外科胃腸科医院,675-0038,兵庫県加古川市加古川町木村６６２－６,079(420)7782,"3,080 ",○,満3歳以上,×,,
A280135,松田内科・漢方クリニック,675-0064,"兵庫県加古川市加古川町溝之口５０７
サンライズ加古川２階",079(427)5758,"3,000 ",○,満16歳以上,×,,
A280171,玉田内科,675-0101,"兵庫県加古川市平岡町新在家１１９２－
４８２",079(421)2500,"3,080 ",○,満10歳以上,×,,
A280103,寺岡耳鼻咽喉科,675-0150,"兵庫県加古郡播磨町南野添
３－１０－１１",079(435)3376,"3,080 ",○,満1歳以上,×,,
A280177,ひかりクリニック,675-1112,"兵庫県加古郡稲美町六分一１３６２－
８３",079(497)9700,"2,700 ",○,満13歳以上,×,,
A280033,依藤診療所,675-1372,兵庫県小野市本町２５４－１,0794(63)0028,"3,000 ",○,満1歳以上,×,,
A280041,（医）坂部整形外科,675-2322,兵庫県加西市北条町西高室５３３－１,0790(43)1444,"3,080 ",○,満18歳以上,×,,
A280002,寺西内科,676-0805,兵庫県高砂市米田町米田１１３－２,079(431)6151,"3,080 ",○,満15歳以上,×,,
A280022,医療法人社団　天野内科医院,677-0044,兵庫県西脇市上野字芝添３１５,0795(24)1717,"3,080 ",○,満13歳以上,×,,
A280035,半田クリニック,678-0001,兵庫県相生市山手２－２２１,0791(22)0068,"3,000 ",○,6ヵ月以上,×,,
A280176,宇野内科,679-4134,兵庫県たつの市誉田町広山４９１－１,0791(62)1991,"3,080 ",○,満6歳以上,×,,
A290031,医療法人　友隣会　友隣クリニック,630-0101,奈良県生駒市高山町１３６－８１,07(4371)1234,"3,000 ",○,満6歳以上,×,,
A290065,医療法人　米田医院,630-0112,奈良県生駒市鹿ノ台東２－４－８,0743(78)6332,"3,080 ",○,満13歳以上,×,,
A290060,杉森内科胃腸科,630-0213,奈良県生駒市東生駒４－３９８－１６６,0743(73)5596,"3,080 ",○,満13歳以上,×,,
A290032,社会医療法人　平和会　いこま駅前クリニック,630-0256,奈良県生駒市本町７－１０,0743(71)7222,"3,000 ",○,満1歳以上,×,,
A290070,北山医院,630-8114,奈良県奈良市芝辻町１－９－５,0742(33)6383,"2,500 ",○,満3歳以上,×,,
A290015,陽クリニック,630-8115,奈良県奈良市大宮町４－２４１－１,0742(32)3720,"3,000 ",○,満1歳以上,×,,
A290023,医療法人楠会　楠原クリニック,630-8233,奈良県奈良市小川町４,0742(26)0026,"3,000 ",○,満1歳以上,×,,
A290008,寺崎クリニック,630-8341,奈良県奈良市南城戸町６７,0742(22)5091,"3,080 ",○,満6歳以上,×,,
A290063,医療法人　三谷医院,630-8441,奈良県奈良市神殿町１７１－４,0742(61)5057,"3,080 ",○,満1歳以上,×,,
A290004,中登美診療所,631-0003,"奈良県奈良市中登美ケ丘１－１９９４－
３Ｄ１６－１",0742(45)7785,"3,000 ",○,満1歳以上,×,,
A290017,なかた整形外科,631-0013,"奈良県奈良市中山町西４－４５６－１
学園前Ｔ．Ｓビル１０１号",0742(53)0051,"3,000 ",○,満15歳以上,×,,
A290006,安田医院,631-0013,"奈良県奈良市中山町西２－１０５２－５
０",0742(47)0156,"3,080 ",○,満3歳以上,×,,
A290038,（医）おがわ小児科診療所,631-0021,奈良県奈良市鶴舞東町２－２６,0742(44)1155,"3,080 ",○,満1歳以上,×,,
A290045,医療法人　小嶌診療所,631-0034,奈良県奈良市学園南３－４－２４,0742(49)1287,"3,000 ",○,満12歳以上,×,,
A290019,医療法人　つるた内科,631-0061,奈良県奈良市三碓３－１１－１,0742(51)3300,"3,080 ",○,満7歳以上,×,,
A290072,富雄医院,631-0078,奈良県奈良市富雄元町３－１－２,0742(45)0178,"3,080 ",○,満1歳以上,×,,
A290051,後藤医院,631-0805,奈良県奈良市右京３－１９－１,0742(71)1180,"3,080 ",○,満3歳以上,×,,
A290057,植山医院,631-0806,奈良県奈良市朱雀５－１１－１２,0742(70)6555,"3,080 ",○,満6歳以上,×,,
A290056,すくすくこどもクリニック,631-0842,奈良県奈良市菅原町６４８－１,0742(40)3939,"2,900 ",○,6ヵ月以上,×,,
A290003,医）幸仁会　木下医院,633-0054,奈良県桜井市阿部５５０,0744(42)4053,"3,080 ",○,満1歳以上,×,,
A290067,羽田医院,633-0066,奈良県桜井市西之宮２２８－３５,0744(43)2120,"3,080 ",○,満3歳以上,×,,
A290034,飯岡医院,633-0074,奈良県桜井市芝３５１,0744(42)6144,"3,000 ",○,満4歳以上,×,,
A290044,笠原内科医院,634-0051,奈良県橿原市白橿町２－３１－１２,0744(27)0083,"3,080 ",○,満7歳以上,×,,
A290052,吉岡医院,634-0078,奈良県橿原市八木町２－２－１８,0744(25)5068,"3,000 ",○,6ヵ月以上,×,,
A290041,医療法人　芳隆会　八嶌医院,634-0804,奈良県橿原市内膳町２－１－３０,0744(22)2195,"3,080 ",○,満16歳以上,×,,
A290043,井上クリニック,634-0804,"奈良県橿原市内膳町１－１－１１
Ｕ遊タウンビル１階",0744(29)1199,"3,080 ",○,満15歳以上,×,,
A290050,（医）藤井会　ふじい内科医院,634-0831,奈良県橿原市曽我町８４９－３,0744(22)2427,"3,080 ",○,満5歳以上,×,,
A290022,山根整形外科,635-0015,奈良県大和高田市幸町２－１０,0745(21)1900,"3,000 ",○,満3歳以上,×,,
A290036,石井　医院,635-0805,奈良県北葛城郡広陵町萱野６７７－１,0745(56)2030,"3,080 ",○,満3歳以上,×,,
A290059,梅原医院,636-0003,奈良県北葛城郡王寺町久度３－８－７,0745(72)2445,"3,080 ",○,満3歳以上,×,,
A290030,田畑医院,637-0082,奈良県五條市中之町１６１７－１,0747(25)1211,"3,000 ",○,満1歳以上,×,,
A290062,ゆりクリニック,639-0214,"奈良県北葛城郡上牧町大字上牧３３３６
－５",0745(78)0205,"3,080 ",○,満3歳以上,×,,
A290061,西本内科,639-0266,奈良県香芝市旭ケ丘４－２－１,0745(71)2122,"3,080 ",○,満3歳以上,×,,
A290053,（医）下村医院,639-0276,奈良県葛城市當麻４０－２,0745(48)2522,"3,000 ",○,満1歳以上,×,,
A290007,（医）おざきクリニック,639-1001,奈良県大和郡山市九条町１３１１－１,0743(55)5510,"3,080 ",○,満1歳以上,×,,
A290010,八木医院,639-1031,奈良県大和郡山市今国府町１８３－１,0743(57)1123,"2,500 ",○,0ヵ月以上,×,,
